Dataset      Queryset  ChgQRatio     Method       Time     AvgMem    PeakMem       #Out      #OutQ
---------------------------------------------------------------------------------------------------
STK          STK_Q100        0.2        SOP    2281.30       56.2       63.0         72        262
STK          STK_Q100        0.2     pMCSKY    2219.11       26.8       35.0         72        262
STK          STK_Q100        0.2       OURS      11.14        2.0        7.0         72        262
GAS          GAS_Q100        0.2        SOP    5979.50       81.1      126.0         10         31
GAS          GAS_Q100        0.2     pMCSKY    6283.44       53.0      118.0         10         31
GAS          GAS_Q100        0.2       OURS     114.63        3.9       44.0         10         31
EM            EM_Q100        0.2        SOP   10174.36      100.0      184.0         92        142
EM            EM_Q100        0.2     pMCSKY   10559.61       71.7      154.0         92        142
EM            EM_Q100        0.2       OURS     576.04        8.2       85.0         92        142
TAO          TAO_Q100        0.2        SOP    4083.96       83.8      169.0         62        409
TAO          TAO_Q100        0.2     pMCSKY    4173.45       55.7      141.0         62        409
TAO          TAO_Q100        0.2       OURS      27.38        2.0       79.0         62        409
HPC          HPC_Q100        0.2        SOP    1792.61       51.5      135.0         72        532
HPC          HPC_Q100        0.2     pMCSKY    1575.26       20.0      104.0         72        532
HPC          HPC_Q100        0.2       OURS     143.42        4.9       82.0         72        532
FC            FC_Q100        0.2        SOP    7570.68       66.3      145.0        105        264
FC            FC_Q100        0.2     pMCSKY    7699.86       38.2      117.0        105        264
FC            FC_Q100        0.2       OURS     379.92       10.4       89.0        105        264

STK          STK_Q100        0.2        SOP    2322.67       55.9      134.0         59        250
STK          STK_Q100        0.2     pMCSKY    2320.75       27.1      107.0         59        250
STK          STK_Q100        0.2       OURS      10.09        2.0       79.0         59        250
GAS          GAS_Q100        0.2        SOP    5999.96       80.3      180.0          9         31
GAS          GAS_Q100        0.2     pMCSKY    5997.86       52.6      154.0          9         31
GAS          GAS_Q100        0.2       OURS     119.14        4.2       82.0          9         31
EM            EM_Q100        0.2        SOP   10313.92       98.6      180.0         99        171
EM            EM_Q100        0.2     pMCSKY   10342.68       70.2      151.0         99        171
EM            EM_Q100        0.2       OURS     689.61        8.2       84.0         99        171
TAO          TAO_Q100        0.2        SOP    4234.93       84.4      169.0         61        429
TAO          TAO_Q100        0.2     pMCSKY    4123.95       54.7      140.0         61        429
TAO          TAO_Q100        0.2       OURS      24.50        2.0       78.0         61        429
HPC          HPC_Q100        0.2        SOP    1797.32       50.9      134.0         68        548
HPC          HPC_Q100        0.2     pMCSKY    1566.40       20.5      105.0         68        548
HPC          HPC_Q100        0.2       OURS     141.37        5.0       81.0         68        548
FC            FC_Q100        0.2        SOP    7770.05       66.4      143.0        119        237
FC            FC_Q100        0.2     pMCSKY    8023.42       38.3      116.0        119        237
FC            FC_Q100        0.2       OURS     525.57       10.5       87.0        119        237

STK          STK_Q100        0.2        SOP    2328.58       56.1      134.0         77        245
STK          STK_Q100        0.2     pMCSKY    2167.93       26.0      106.0         77        245
STK          STK_Q100        0.2       OURS       9.02        2.0       79.0         77        245
GAS          GAS_Q100        0.2        SOP    6066.87       80.9      184.0          7         28
GAS          GAS_Q100        0.2     pMCSKY    6216.25       52.4      155.0          7         28
GAS          GAS_Q100        0.2       OURS      76.35        4.4       81.0          7         28
EM            EM_Q100        0.2        SOP   10395.17       99.6      180.0         31         31
EM            EM_Q100        0.2     pMCSKY   10413.74       71.6      152.0         31         31
EM            EM_Q100        0.2       OURS     430.77        8.2       84.0         31         31
TAO          TAO_Q100        0.2        SOP    4184.61       84.0      170.0         58        390
TAO          TAO_Q100        0.2     pMCSKY    4168.83       55.2      141.0         58        390
TAO          TAO_Q100        0.2       OURS      29.62        2.3       78.0         58        390
HPC          HPC_Q100        0.2        SOP    1785.97       52.1      137.0         73        488
HPC          HPC_Q100        0.2     pMCSKY    1584.11       21.6      105.0         73        488
HPC          HPC_Q100        0.2       OURS     128.46        5.0       81.0         73        488
FC            FC_Q100        0.2        SOP    7620.83       66.1      143.0        149        394
FC            FC_Q100        0.2     pMCSKY    7791.42       38.3      116.0        149        394
FC            FC_Q100        0.2       OURS     466.68       10.7       91.0        149        394

STK          STK_Q100        0.2        SOP    2343.76       55.7      134.0         63        238
STK          STK_Q100        0.2     pMCSKY    2185.03       26.7      105.0         63        238
STK          STK_Q100        0.2       OURS       9.37        2.0       78.0         63        238
GAS          GAS_Q100        0.2        SOP    5979.65       80.2      180.0          4         10
GAS          GAS_Q100        0.2     pMCSKY    5945.20       51.8      150.0          4         10
GAS          GAS_Q100        0.2       OURS      75.57        4.0       81.0          4         10
EM            EM_Q100        0.2        SOP   10340.00       99.4      179.0        230        276
EM            EM_Q100        0.2     pMCSKY   10389.76       70.5      148.0        230        276
EM            EM_Q100        0.2       OURS     541.45        8.6       85.0        230        276
TAO          TAO_Q100        0.2        SOP    4179.42       83.9      169.0         67        474
TAO          TAO_Q100        0.2     pMCSKY    4169.28       55.3      140.0         67        474
TAO          TAO_Q100        0.2       OURS      24.79        2.0       78.0         67        474
HPC          HPC_Q100        0.2        SOP    1756.70       51.1      134.0         65        513
HPC          HPC_Q100        0.2     pMCSKY    1552.96       20.4      107.0         65        513
HPC          HPC_Q100        0.2       OURS     131.26        4.8       81.0         65        513
FC            FC_Q100        0.2        SOP    7589.48       66.5      145.0        201        438
FC            FC_Q100        0.2     pMCSKY    7719.01       38.4      117.0        201        438
FC            FC_Q100        0.2       OURS     789.15       10.6       87.0        201        438

STK          STK_Q100        0.2        SOP    2236.75       55.9      134.0         71        270
